Address,Latitude,Longitude,APC,LP,PDP,NNPP,Accredited_Voters,Registered_Voters,,,,,
"COMM. SCHOOL ACHALLA, AGUATA, ANAMBRA",5.9337809,7.1626575,2,112,2,0,193,717,,,,,
"OSETE VILLAGE HALL, AGUATA, ANAMBRA",5.934708,7.1307849,3,197,0,1,214,1076,,,,,
"KINDER SCHOOL I, AGUATA, ANAMBRA",6.0085842,7.1009488,1,76,1,0,83,441,,,,,
"KINDER SCHOOL II, AGUATA, ANAMBRA",6.0085842,7.1009488,4,71,0,0,87,362,,,,,
"UMUMILO HALL, AGUATA, ANAMBRA",6.0085842,7.1009488,2,220,0,0,226,889,,,,,
"IGWEBUIKE HALL, AGUATA, ANAMBRA",6.0085842,7.1009488,1,106,2,2,115,536,,,,,
"ST. PETERS UDALAOHISIKE, AGUATA, ANAMBRA",6.0134988,7.1050677,0,0,0,0,83,320,,,,,
"EKEBELEBE ACHALLA, AGUATA, ANAMBRA",5.931704,7.1614203,2,112,2,0,125,455,,,,,
"OGU-EZEANI HALL, AGUATA, ANAMBRA",6.0085842,7.1009488,2,86,0,0,100,413,,,,,
"TOWN HALL, AGUATA, ANAMBRA",6.0085842,7.1009488,4,123,7,2,139,615,,,,,
"UMUCHU HALL, AGUATA, ANAMBRA",5.9347565,7.1335805,1,120,6,0,149,676,,,,,
"UMUGAMA HALL, AGUATA, ANAMBRA",5.9231982,7.1348861,2,249,2,0,261,899,,,,,
"IBUGHUBU HALL, AGUATA, ANAMBRA",5.9426514,7.1490632,2,185,0,0,197,882,,,,,
"COMMUNITY SCHOOL, AGUATA, ANAMBRA",6.0085842,7.1009488,0,119,1,0,120,499,,,,,
"UCHENABO HALL, AGUATA, ANAMBRA",6.0085842,7.1009488,2,84,0,0,91,520,,,,,
"OZALAKAOKWA TECH. SCHOOL, AGUATA, ANAMBRA",6.0085842,7.1009488,1,119,3,1,130,502,,,,,
"B.H.S. UMUCHU, AGUATA, ANAMBRA",5.9347565,7.1335805,0,43,3,0,47,210,,,,,
"UGWUAKWU COMM. HALL, AGUATA, ANAMBRA",6.0085842,7.1009488,0,139,5,0,154,520,,,,,
"PROGRESSIVE HALL, AGUATA, ANAMBRA",6.0085842,7.1009488,1,59,0,0,61,145,,,,,
"OBIAKPALAEKE HALL, AGUATA, ANAMBRA",6.0085842,7.1009488,0,104,1,0,111,324,,,,,
"OZALLA/AKUKWA P.O., AGUATA, ANAMBRA",6.0085842,7.1009488,2,146,2,0,156,584,,,,,
"SALVATION ARMY, AGUATA, ANAMBRA",6.0085842,7.1009488,0,60,8,0,68,228,,,,,
"UGWUAKWU KINDER, AGUATA, ANAMBRA",6.0085842,7.1009488,1,60,1,0,63,202,,,,,
"ANGLICAN KINDER, AGUATA, ANAMBRA",6.0085842,7.1009488,0,55,1,0,57,209,,,,,
"IRUILE VILLAGE HALL, AGUATA, ANAMBRA",6.0085842,7.1009488,1,113,1,0,125,454,,,,,
"EKWULU VILLAGE HALL , AGUATA, ANAMBRA",6.0085842,7.1009488,1,120,1,0,131,525,,,,,
"PRY. SCHOOL, UMUONA IV, AGUATA, ANAMBRA",6.0396495,7.0427312,0,85,1,0,95,358,,,,,
"PRY. SCHOOL, UMUONA V, AGUATA, ANAMBRA",6.0396495,7.0427312,0,97,0,0,104,403,,,,,
"PRY. SCHOOL, UMUONA VI, AGUATA, ANAMBRA",6.0396495,7.0427312,0,29,0,1,34,200,,,,,
"PRY. SCHOOL, UMUONA VII, AGUATA, ANAMBRA",6.0396495,7.0427312,0,83,7,0,96,334,,,,,
"C.P.S ANAKU III, AYAMELUM, ANAMBRA",6.4684414,6.9303061,2,103,0,0,106,653,,,,,
"C.P.S ANAKU IV, AYAMELUM, ANAMBRA",6.4684414,6.9303061,0,42,0,0,43,238,,,,,
"AMAOKPOLO SQUARE I, AYAMELUM, ANAMBRA",6.0454448,7.0955675,0,111,2,1,124,374,,,,,
"UMUDIE SQUARE II, AYAMELUM, ANAMBRA",6.4878428,6.9638624,0,125,0,0,125,460,,,,,
"UMUDIE SQUARE III, AYAMELUM, ANAMBRA",6.4878428,6.9638624,0,202,0,0,202,549,,,,,
"OGWARI PRIMARY SCHOOL III (UMUAWA SQUARE III), AYAMELUM, ANAMBRA",6.6059302,6.953144,0,117,10,0,129,485,,,,,
"OGWARI PRIMARY SCHOOL III (UMUAWA SQUARE III), AYAMELUM, ANAMBRA",6.6059302,6.953144,0,159,7,1,129,485,,,,,
"OYE MARKET SQUARE II, AYAMELUM, ANAMBRA",6.7354998,7.012289,0,92,13,0,105,418,,,,,
"AMA/AMA I, AYAMELUM, ANAMBRA",6.4878428,6.9638624,3,88,4,0,100,771,,,,,
"AMA/AMA II, AYAMELUM, ANAMBRA",6.4878428,6.9638624,9,83,2,0,97,688,,,,,
"ISIACHAELLE VILLAGE HALL II (UMUEREAKAGBA II), AYAMELUM, ANAMBRA",6.4878428,6.9638624,0,0,0,0,209,588,,,,,
"AMA AMIKWETITI II, AYAMELUM, ANAMBRA",6.4878428,6.9638624,1,73,0,0,72,675,,,,,
"AKANATOR PRI. SCH II (OYE MARKET SQUARE II), AYAMELUM, ANAMBRA",6.7354998,7.012289,0,133,2,3,140,589,,,,,
"AMA AGBAJA SQUARE II, AYAMELUM, ANAMBRA",6.4878428,6.9638624,0,131,0,0,131,676,,,,,
"C/SCHOOL UMU ERUM, AYAMELUM, ANAMBRA",6.291386,7.0229629,0,107,5,0,120,438,,,,,
"UMUODU VILLAGE HALL I, AYAMELUM, ANAMBRA",6.4878428,6.9638624,0,100,8,0,112,577,,,,,
"UMUODU VILLAGE HALL II, AYAMELUM, ANAMBRA",6.4878428,6.9638624,0,75,3,1,81,385,,,,,
"UMUODU VILLAGE HALL II, AYAMELUM, ANAMBRA",6.4878428,6.9638624,1,131,4,0,81,385,,,,,
"AYIGO HALL II, AYAMELUM, ANAMBRA",6.4878428,6.9638624,0,74,3,0,78,325,,,,,
"UKPAMBAKA HALL I, AYAMELUM, ANAMBRA",6.4878428,6.9638624,0,0,0,0,100,402,,,,,
"AKPAMBAKA HALL II, AYAMELUM, ANAMBRA",6.4878428,6.9638624,0,62,4,0,86,505,,,,,
"AKPAMBAKA HALL II, AYAMELUM, ANAMBRA",6.4878428,6.9638624,0,97,2,0,86,505,,,,,
"UKPAMBAKA HALL V, AYAMELUM, ANAMBRA",6.4878428,6.9638624,0,60,2,0,62,319,,,,,
"AMA UMUERIKE, AYAMELUM, ANAMBRA",6.4878428,6.9638624,0,108,1,0,111,514,,,,,
"UMUOKPOTO SQUARE, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,0,0,0,167,820,,,,,
"OBUGA PUBLIC SQUARE, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,3,161,0,0,170,932,,,,,
"UMUALA SQUARE II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,65,0,0,69,438,,,,,
"MGBOKO PULBIC SQUARE, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,6,91,2,0,106,426,,,,,
"OKENE PUBLIC SQUARE, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,0,0,0,146,804,,,,,
"UMUEZE PUBLIC SQUARE, ANAMBRA EAST, ANAMBRA",6.3257805,6.8190224,1,67,1,0,71,301,,,,,
"UMUEZE PUBLIC SQUARE, ANAMBRA EAST, ANAMBRA",6.3257805,6.8190224,1,37,0,0,71,301,,,,,
"UMUNOKE PUB. SQUARE I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,201,1,0,212,1299,,,,,
"UMUANWUNU SQUARE, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,4,190,1,0,197,1342,,,,,
"ABOR VILLAGE HALL I , ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,138,1,2,146,934,,,,,
"AMA-ENUGU I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,185,1,0,192,906,,,,,
"AMA-ENUGU II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,526,0,0,126,676,,,,,
"AMA-OKPOGBA, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,6,334,2,0,97,396,,,,,
"AMA-OKPOGBA, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,16,543,107,0,97,396,,,,,
"AMA-IGBOEZUNU, ANAMBRA EAST, ANAMBRA",6.3219173,6.8877983,21,489,1,0,115,574,,,,,
"IFITE ENU, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,71,0,0,72,348,,,,,
"MKPUNANDO, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,69,2,0,75,405,,,,,
"PONTOON, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,55,0,0,62,378,,,,,
"NGENE EJO, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,3,43,0,1,48,206,,,,,
"OKPAIYIRI I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,7,48,2,0,58,300,,,,,
"OKPAIYIRI II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,54,0,1,56,268,,,,,
"IWUNOR SQUARE I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,8,81,1,0,98,410,,,,,
"IWUNOR SQUARE II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,19,78,0,0,99,382,,,,,
"UMUAGAMA SQUARE, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,19,72,0,1,102,401,,,,,
"MKPUNANDO PRY SCH , ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,34,0,0,35,213,,,,,
"AKPATA SQUARE I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,4,74,1,0,86,492,,,,,
"AKPATA SQUARE II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,7,0,0,64,360,,,,,
"UMUANEVILI I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,3,58,1,2,72,421,,,,,
"UMUANEVILI II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,49,0,1,53,249,,,,,
"UMURIABOR I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,4,87,1,1,106,725,,,,,
"UMURIABOR II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,62,1,0,72,393,,,,,
"AKPAIYIAGBA, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,31,0,2,41,279,,,,,
"OGBUOKA I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,3,48,0,0,58,299,,,,,
"OGBUOKA II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,13,1,0,19,165,,,,,
"NEW SITE I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,64,1,0,69,347,,,,,
"NEW SITE I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,38,0,0,69,347,,,,,
"OGBOLIOGBO, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,49,2,0,54,217,,,,,
"IYIAKMA, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,7,99,0,0,111,476,,,,,
"NWANNEKA PRY. SCHOOL I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,41,0,0,45,199,,,,,
"NWANNEKA PRY. SCHOOL II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,3,43,0,1,52,196,,,,,
"ITILIBE SQUARE, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,44,2,0,54,281,,,,,
"AGUOJI PRY. SCHOOL, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,68,4,0,84,307,,,,,
"ONEDE PRY. SCHOOL, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,89,0,1,93,478,,,,,
"AMA UBARU I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,4,62,1,0,78,301,,,,,
"AMA UBARU II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,14,115,1,0,138,610,,,,,
"AMAEZIAFOR II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,5,99,2,0,110,492,,,,,
"AMAIVITE I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,91,0,0,97,278,,,,,
"AMA-IVITE II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,69,1,0,75,328,,,,,
"HEALTH CENTRE, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,3,149,2,0,166,546,,,,,
"AMANASA PRY. SCHOOL I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,88,2,0,96,238,,,,,
"AMANASA PRY. SCHOOL II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,95,2,1,107,424,,,,,
"COMMUNITY SEC. SCH. , ANAMBRA EAST, ANAMBRA",6.3378809,6.8424767,2,65,1,0,71,295,,,,,
"COMMUNITY SEC. SCH. , ANAMBRA EAST, ANAMBRA",6.3378809,6.8424767,0,122,0,1,71,295,,,,,
"AMANSOKWA SQUARE, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,95,1,1,101,411,,,,,
"IKENGA PRY. SCHOOL, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,142,13,0,205,886,,,,,
"NDAFEMMILI SQUARE I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,98,0,0,105,354,,,,,
"NDAFEMMILI SQUARE II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,82,0,0,87,269,,,,,
"EZEORA PRY. SCHOOL, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,71,0,1,81,260,,,,,
"EZEORA PRY. SCHOOL, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,74,4,1,81,260,,,,,
"ABUBE UNO PRY. SCHOOL II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,80,3,0,89,281,,,,,
"ABUBE UNO PRY. SCHOOL II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,63,0,0,89,281,,,,,
"AMAENUIYI SQUARE I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,5,145,3,1,186,756,,,,,
"AMAENUIYI SQUARE II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,20,1,1,30,113,,,,,
"ENUGU-AGU PUB. SQUARE, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,101,5,0,122,261,,,,,
"AMUKO PUB. SQUARE I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,176,1,1,187,533,,,,,
"AMUKO PUB. SQUARE II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,110,1,0,122,393,,,,,
"AMAOWELEOKA PUB. SQUARE I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,51,0,1,60,235,,,,,
"AMAOWELEOKA PUB. SQUARE II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,63,0,0,67,226,,,,,
"AMAIBETO SQUARE I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,3,130,6,0,142,529,,,,,
"AMAIBETO SQUARE II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,60,0,3,66,222,,,,,
"AMABEGWU SQUARE I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,57,0,0,60,235,,,,,
"AMABEGWU SQUARE II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,43,0,0,44,163,,,,,
"IFITE MARKET SQUARE I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,175,1,2,181,740,,,,,
"IFITE MARKET SQUARE II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,3,114,1,1,124,446,,,,,
"IFITE PRY. SCHOOL I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,50,2,0,58,211,,,,,
"IFITE PRY. SCHOOL II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,54,0,0,57,200,,,,,
"UBARUNAISIOYE PUB. SQUARE, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,129,3,0,158,575,,,,,
"CENTRAL SCHOOL I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,36,3,1,45,194,,,,,
"CENTRAL SCHOOL II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,3,54,3,0,73,384,,,,,
"AMA OCHIANA I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,87,0,0,91,285,,,,,
"AMA OCHIANA II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,5,91,1,0,103,409,,,,,
"AMA OCHIANA II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,92,1,0,103,409,,,,,
"AMA AGWENA II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,45,1,0,51,142,,,,,
"UMUASIOGU I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,45,1,0,53,163,,,,,
"UMUASIOGU II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,55,1,0,61,175,,,,,
"NKWO MARKET SQUARE I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,63,0,0,64,262,,,,,
"EZINANDO PRY. SCHOOL I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,5,96,0,0,104,335,,,,,
"ACHALA OGU SQUARE, ANAMBRA EAST, ANAMBRA",6.3413555,6.9338709,1,50,0,0,54,321,,,,,
"AMA AJANA SQUARE, ANAMBRA EAST, ANAMBRA",6.3250612,6.9341515,0,83,2,0,92,327,,,,,
"AMAISIOYE SQUARE, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,129,1,0,136,598,,,,,
"OBU AJANA SQUARE, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,35,3,0,40,152,,,,,
"AMA-OGU SQUARE, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,71,0,0,82,304,,,,,
"COMMUNITY PRY. SCH. , ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,196,0,4,211,730,,,,,
"OGWARI SQUARE, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,155,0,0,180,1086,,,,,
"ILO ABBA C.P.S, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,149,0,0,150,591,,,,,
"ISINYI (AGBALAGBO), ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,0,0,0,174,658,,,,,
"SOCIAL CLUB, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,117,1,0,124,348,,,,,
"ILO ABA, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,199,0,0,200,827,,,,,
"OFFIA NTA, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,3,201,0,1,207,517,,,,,
"DEVELOPMENT PRIMARY SCHOOL, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,261,0,0,265,1907,,,,,
"COLLEGE OF EDUCATION I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,306,0,0,315,1834,,,,,
"ILO NNADI PRY. SCH., ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,48,2,0,53,460,,,,,
"OTAKWU SQUARE, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,179,1,0,185,1194,,,,,
"COLLEGE OF EDUCATION III, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,109,0,0,116,941,,,,,
"UGWUNDIUKA I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,175,2,1,193,786,,,,,
"UGWUNDIUKA II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,127,2,0,140,755,,,,,
"UMUNDEZE VILLAGE HALL, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,66,2,0,75,416,,,,,
"ERI PRY. SCHOOL I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,277,24,2,319,1193,,,,,
"ERI PRY. SCHOOL II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,189,0,4,216,826,,,,,
"ST. JUDE PRY. SCHOOL I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,163,5,0,171,778,,,,,
"ST. JUDE PRY. SCHOOL II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,114,3,0,123,755,,,,,
"PREMIER PRY. SCHOOL I, ANAMBRA EAST, ANAMBRA",6.3399275,6.8445931,0,0,0,0,273,1863,,,,,
"PREMIER PRY. SCHOOL II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,109,6,1,122,539,,,,,
"NGENE OKPO SQUARE II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,106,2,0,110,603,,,,,
"OKPAEKWE SQAURE I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,74,6,0,91,501,,,,,
"OKPAEKWE SQUARE II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,91,1,0,96,453,,,,,
"ODENE ENUGU SQUARE, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,125,4,0,130,577,,,,,
"ACHUKENYI SQUARE I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,71,4,0,80,382,,,,,
"OVUAKWU PRY. SCHOOL I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,74,0,0,179,709,,,,,
"OVUAKWU PRY. SCHOOL II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,4,34,5,0,161,644,,,,,
"MADONNA SEC. SCHOOL, ANAMBRA EAST, ANAMBRA",6.3334051,6.8501633,1,74,1,0,81,280,,,,,
"UMULERI PUB. SQUARE I, ANAMBRA EAST, ANAMBRA",6.295018,6.8987789,0,83,0,0,89,384,,,,,
"UMULERI PUB. SQUARE II, ANAMBRA EAST, ANAMBRA",6.295018,6.8987789,2,137,4,1,148,644,,,,,
"OCHE PRY. SCHOOL I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,5,33,1,0,42,175,,,,,
"AMULERI TOWN HALL, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,91,0,1,96,492,,,,,
"OUR LADY'S PRY. SCHOOL I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,119,0,0,130,443,,,,,
"CHRIST DISCIPLES CHURCH, ANAMBRA EAST, ANAMBRA",6.2935227,6.8847156,5,99,0,2,120,351,,,,,
"SHELL ROAD SQUARE I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,71,1,0,72,303,,,,,
"SHELL ROAD SQUARE II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,43,0,0,49,237,,,,,
"AGWU AKOR PRY. SCHOOL, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,39,1,0,42,338,,,,,
"OBINETITI PRY. SCHOOL, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,74,1,0,80,211,,,,,
"AMA-UGWUME SQUARE, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,74,19,3,82,308,,,,,
"UMULERI GIRLS, ANAMBRA EAST, ANAMBRA",6.295018,6.8987789,2,88,2,0,95,354,,,,,
"UMUINU VILLAGE HALL. , ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,108,4,1,126,622,,,,,
"AMA MGBAGO SQUARE, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,39,0,0,43,157,,,,,
"AMA IRUAKPU, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,42,0,1,51,204,,,,,
"AMUKWA SQUARE, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,68,2,0,72,353,,,,,
"UMURIAM PUB. SQUARE, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,20,9,1,58,345,,,,,
"OYE MGBAGO, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,93,10,1,114,569,,,,,
"IRUAGU UMUDIANI, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,81,0,0,83,338,,,,,
"AKWETE PUBLIC SQUARE I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,122,1,0,139,555,,,,,
"AKWETE PUBLIC SQUARE II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,107,0,1,118,470,,,,,
"COMMUNITY DEV. PRY. SCHOOL, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,193,0,4,207,745,,,,,
"UMUNNAGWA SQUARE, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,111,11,1,126,400,,,,,
"MMANOMA VILLAGE HALL NENYI., ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,82,2,0,91,703,,,,,
"ENU OBODO CENTRAL SCHOOL, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,127,2,3,140,695,,,,,
"AMA IRUAGU, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,139,1,0,143,597,,,,,
"AMA IRUBE URUDIBIA, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,4,34,3,0,43,727,,,,,
"ST. KEVINS OGBU, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,86,1,0,103,420,,,,,
"IGWEBUIKE PRY. SCHOOL, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,83,8,0,85,270,,,,,
"AMA MGBEDE, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,39,1,0,45,155,,,,,
"UNITY PRY. SCHOOL I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,5,134,3,0,163,804,,,,,
"UNITY PRY. SCHOOL II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,3,109,4,0,121,570,,,,,
"ST. AUGUSTINE I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,131,3,2,147,618,,,,,
"ST. AUGUSTINE II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,103,2,0,110,390,,,,,
"UNITY SOUTH WING I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,0,0,0,71,378,,,,,
"UNITY SOUTH WING II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,0,0,0,53,305,,,,,
"UNITY SOUTH WING II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,74,0,0,53,305,,,,,
"IRUANI SQUARE II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,32,16,1,65,289,,,,,
"AKOR SQUARE I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,70,1,0,76,436,,,,,
"AKOR SQUARE II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,81,2,0,89,446,,,,,
"ANIZOR AMEKE SQUARE I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,72,5,0,83,332,,,,,
"ANIZOR AMEKE SQUARE II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,3,38,0,2,56,272,,,,,
"AKPAGBA SQUARE I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,89,4,0,99,472,,,,,
"AKPAGBA SQUARE I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,63,2,0,99,472,,,,,
"MORBA OMENWA SQUARE I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,58,8,0,73,280,,,,,
"MORBA OMENWA SQUARE II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,5,34,1,0,42,149,,,,,
"ANEKWE OKOYE SQUARE I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,3,38,3,0,46,196,,,,,
"ANEKWE OKOYE SQUARE II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,24,1,0,27,212,,,,,
